Data;NanoSegundo;Lat.;Lng.;Corrente;Azimute;SemiMaior;SemiMenor;Tipo
"18/02/2023 20:09:50";915000256;-23.7447;-46.0829;-30;135;0.2;0.1;NS
"18/02/2023 20:09:50";976172160;-23.7664;-46.0955;-12;133;0.2;0.1;NS
"18/02/2023 20:09:51";10394474;-23.7367;-46.0884;-6;141;0.2;0.1;NS
"18/02/2023 20:12:53";586764480;-23.7438;-46.071;18;132;0.2;0.1;NS
"18/02/2023 20:12:53";589873024;-23.7747;-46.1282;-141;0;0;0;NS
"18/02/2023 20:12:53";658377856;-23.7443;-46.067;-7;135;0.2;0.1;IN
"18/02/2023 20:12:53";668219072;-23.7542;-46.0695;-52;137;0.2;0.1;NS
"18/02/2023 20:12:53";707714432;-23.7546;-46.0697;-33;134;0.1;0.1;NS
"18/02/2023 20:12:53";744489664;-23.7136;-46.0104;-8;135;0.2;0.1;NS
"18/02/2023 20:13:57";231996448;-23.7524;-46.0032;-2;133;0.4;0.2;IN
"18/02/2023 20:13:57";360844672;-23.7365;-45.9948;-2;139;1.1;0.4;IN
"18/02/2023 20:13:57";48023656;-23.7517;-46.0008;-5;137;0.2;0.1;IN
"18/02/2023 20:13:57";495680640;-23.7359;-45.999;-6;131;0.3;0.1;NS
"18/02/2023 20:13:57";70333784;-23.7453;-45.9812;-19;135;0.2;0.1;NS
"18/02/2023 20:15:06";275133440;-23.7517;-46.0084;-3;137;0.4;0.1;IN
"18/02/2023 20:15:06";290157984;-23.7245;-46.02;-52;136;0.2;0.1;NS
"18/02/2023 20:15:06";328541440;-23.7257;-46.0223;-24;133;0.2;0.1;NS
"18/02/2023 20:15:06";378711008;-23.7422;-46.0209;-10;133;0.2;0.1;NS
"18/02/2023 20:15:06";397444192;-23.7219;-46.0197;-8;140;0.2;0.1;NS
"18/02/2023 20:15:06";526019328;-23.7318;-46.0639;4;138;0.4;0.1;IN
"18/02/2023 20:15:06";529918560;-23.746;-46.0822;5;138;0.4;0.1;IN
"18/02/2023 20:15:06";530975264;-23.7297;-46.059;4;136;0.2;0.1;IN
"18/02/2023 20:15:06";532557920;-23.732;-46.0542;12;133;0.2;0.1;NS
"18/02/2023 20:15:06";580470912;-23.733;-46.0287;-3;139;0.6;0.2;IN
"18/02/2023 20:16:21";569704832;-23.7246;-46.0276;-56;137;0.2;0.1;NS
"18/02/2023 20:16:21";595802432;-23.8423;-46.1565;-5;140;0.4;0.1;IN
"18/02/2023 20:16:21";631423616;-23.7582;-45.9938;-36;137;0.2;0.1;NS
"18/02/2023 20:16:21";633023232;-23.7384;-46.0293;-4;130;0.2;0.1;IN
"18/02/2023 20:16:21";806292928;-23.8218;-46.1731;7;139;1.1;0.4;IN
"18/02/2023 20:16:21";808651648;-23.7474;-46.0109;3;123;0.4;0.1;IN
"18/02/2023 20:16:22";127490;-23.7291;-46.0528;-13;54;5;3.617;NS
"18/02/2023 20:20:09";131505736;-23.7404;-46.0324;-31;135;0.1;0.1;NS
"18/02/2023 20:20:09";136620704;-23.7221;-46.026;-97;131;0.4;0.2;NS
"18/02/2023 20:20:09";207598464;-23.7406;-46.0299;16;133;0.2;0.1;NS
"18/02/2023 20:20:09";209469184;-23.7344;-46.0124;-13;128;0.3;0.1;NS
"18/02/2023 20:20:09";226777280;-23.7332;-46.0102;-7;134;0.5;0.2;NS
"18/02/2023 20:21:57";335634752;-23.7393;-46.0319;-67;135;0.2;0.1;NS
"18/02/2023 20:21:57";370076864;-23.7251;-46.057;-18;140;0.3;0.1;NS
"18/02/2023 20:21:57";373440640;-23.7261;-46.0511;9;139;0.3;0.1;NS
"18/02/2023 20:21:57";411665984;-23.7331;-46.0662;-24;133;0.1;0.1;NS
"18/02/2023 20:21:57";449994400;-23.749;-46.0403;-20;133;0.2;0.1;NS
"18/02/2023 20:21:57";512588544;-23.7374;-46.0695;5;130;0.3;0.1;IN
"18/02/2023 20:23:17";268973792;-23.7275;-46.102;-51;134;0.2;0.1;NS
"18/02/2023 20:23:17";336384512;-23.7582;-46.1777;6;141;0.9;0.3;IN
"18/02/2023 20:27:03";528233440;-23.7285;-46.1065;-29;135;0.2;0.1;NS
"18/02/2023 20:27:03";642416576;-23.7372;-46.0495;4;143;0.2;0.1;IN
"18/02/2023 20:27:03";643631936;-23.7404;-46.0532;4;140;0.2;0.1;IN
"18/02/2023 20:27:03";646988544;-23.7298;-46.0223;-4;146;1.2;0.2;IN
"18/02/2023 20:27:03";670559;-23.7509;-46.025;-3;49;1.692;1.492;IN
"18/02/2023 20:30:41";966889;-23.7196;-46.1284;-36;46;5;4.841;NS
"18/02/2023 20:37:39";812761472;-23.7301;-46.0472;6;137;0.2;0.1;IN
"18/02/2023 20:37:39";813183424;-23.7271;-46.0537;7;139;0.2;0.1;IN
"18/02/2023 20:37:39";816191680;-23.7216;-46.0588;8;136;0.2;0.1;IN
"18/02/2023 20:37:39";817713280;-23.7301;-46.0621;8;138;0.2;0.1;IN
"18/02/2023 20:37:39";824128768;-23.7294;-46.0627;3;126;0.3;0.1;IN
"18/02/2023 20:37:39";939346;-23.7385;-46.1064;-16;47;5;4.678;NS
"18/02/2023 20:37:39";955824000;-23.7911;-46.0222;2;133;0.3;0.1;IN
"18/02/2023 20:42:02";788357504;-23.7858;-46.1577;7;128;0.4;0.2;IN
"18/02/2023 22:49:55";532915424;-23.7874;-46.0846;-4;136;0.2;0.1;IN
